image_name,Type_1,Type_2,Type_3
10145.jpg,0.10450,0.44852,0.44697
10146.jpg,0.15087,0.76015,0.08898
10147.jpg,0.25864,0.45677,0.28459
10148.jpg,0.07165,0.41615,0.51220
10149.jpg,0.06532,0.47233,0.46236
10150.jpg,0.19439,0.73597,0.06964
10151.jpg,0.21662,0.53095,0.25243
10152.jpg,0.03133,0.35684,0.61183
10153.jpg,0.15891,0.28229,0.55880
10154.jpg,0.78883,0.20137,0.00980
10155.jpg,0.06506,0.76933,0.16561
10156.jpg,0.40891,0.38148,0.20961
10157.jpg,0.81979,0.16696,0.01325
10158.jpg,0.09669,0.88554,0.01777
10159.jpg,0.50940,0.38690,0.10370
10160.jpg,0.05365,0.78134,0.16500
10161.jpg,0.07673,0.44822,0.47505
10162.jpg,0.27581,0.28555,0.43864
10163.jpg,0.10179,0.71486,0.18335
10164.jpg,0.03221,0.26403,0.70376
10165.jpg,0.04260,0.28632,0.67108
10166.jpg,0.08791,0.76259,0.14950
10167.jpg,0.05098,0.59210,0.35692
10168.jpg,0.02616,0.71472,0.25912
10169.jpg,0.34451,0.64074,0.01475
10170.jpg,0.04691,0.24850,0.70459
10171.jpg,0.18304,0.59109,0.22588
10172.jpg,0.10261,0.28153,0.61585
10173.jpg,0.58913,0.20780,0.20307
10174.jpg,0.05306,0.30676,0.64018
10175.jpg,0.11743,0.65920,0.22337
10176.jpg,0.18100,0.74605,0.07295
10177.jpg,0.01671,0.97630,0.00699
10178.jpg,0.22264,0.63198,0.14539
10179.jpg,0.11659,0.25420,0.62921
10180.jpg,0.19512,0.62391,0.18098
10181.jpg,0.25273,0.50565,0.24162
10182.jpg,0.24000,0.58941,0.17059
10183.jpg,0.02232,0.34467,0.63301
10184.jpg,0.12800,0.85834,0.01366
10185.jpg,0.10935,0.22944,0.66121
10186.jpg,0.37882,0.61751,0.00368
10187.jpg,0.04907,0.43839,0.51254
10188.jpg,0.03974,0.22265,0.73761
10189.jpg,0.03991,0.50041,0.45968
10190.jpg,0.37933,0.61059,0.01008
10191.jpg,0.33351,0.60107,0.06542
10192.jpg,0.07611,0.57313,0.35077
10193.jpg,0.82367,0.13339,0.04295
10194.jpg,0.02366,0.89774,0.07859
10195.jpg,0.02882,0.33009,0.64109
10196.jpg,0.02684,0.91567,0.05748
10197.jpg,0.32373,0.45909,0.21718
10198.jpg,0.13997,0.60474,0.25529
10199.jpg,0.26491,0.55314,0.18194
10200.jpg,0.08112,0.67759,0.24129
10201.jpg,0.01954,0.94037,0.04009
10202.jpg,0.08396,0.21824,0.69781
10203.jpg,0.01714,0.74228,0.24058
10204.jpg,0.27396,0.62416,0.10188
10205.jpg,0.61922,0.27768,0.10310
10206.jpg,0.52466,0.47113,0.00421
10207.jpg,0.30963,0.68481,0.00556
10208.jpg,0.00777,0.94867,0.04356
10209.jpg,0.01409,0.57518,0.41073
10210.jpg,0.05078,0.54542,0.40380
10211.jpg,0.03806,0.92203,0.03991
10212.jpg,0.29210,0.57258,0.13532
10213.jpg,0.08341,0.78646,0.13012
10214.jpg,0.03893,0.85786,0.10321
10215.jpg,0.12053,0.68866,0.19081
10216.jpg,0.11028,0.62815,0.26157
10217.jpg,0.07774,0.90601,0.01625
10218.jpg,0.01413,0.94998,0.03589
10219.jpg,0.82377,0.17429,0.00194
10220.jpg,0.09509,0.34106,0.56385
10221.jpg,0.35763,0.60997,0.03240
10222.jpg,0.17506,0.35611,0.46883
10223.jpg,0.06433,0.32905,0.60662
10224.jpg,0.04076,0.81105,0.14820
10225.jpg,0.12276,0.42247,0.45477
10226.jpg,0.13232,0.47395,0.39374
10227.jpg,0.02535,0.39132,0.58333
10228.jpg,0.11363,0.79711,0.08926
10229.jpg,0.27103,0.64052,0.08846
10230.jpg,0.13254,0.61473,0.25274
10231.jpg,0.13267,0.54564,0.32169
10232.jpg,0.06118,0.50946,0.42936
10233.jpg,0.47665,0.51352,0.00983
10234.jpg,0.05400,0.67641,0.26959
10235.jpg,0.17457,0.60389,0.22154
10236.jpg,0.14051,0.39414,0.46535
10237.jpg,0.12749,0.64166,0.23085
10238.jpg,0.39058,0.58876,0.02066
10239.jpg,0.07240,0.78887,0.13873
10240.jpg,0.09008,0.67528,0.23465
10241.jpg,0.07127,0.47853,0.45021
10242.jpg,0.03101,0.78677,0.18222
10243.jpg,0.45233,0.54435,0.00332
10244.jpg,0.16638,0.36314,0.47049
10245.jpg,0.13440,0.41210,0.45350
10246.jpg,0.15671,0.43050,0.41280
10247.jpg,0.76199,0.22480,0.01322
10248.jpg,0.16880,0.52730,0.30380
10249.jpg,0.10332,0.65163,0.24505
10250.jpg,0.03897,0.52879,0.43224
10251.jpg,0.26522,0.49460,0.24018
10252.jpg,0.13623,0.73892,0.12486
10253.jpg,0.07587,0.78858,0.13555
10254.jpg,0.05442,0.71891,0.22668
10255.jpg,0.03954,0.86278,0.09768
10256.jpg,0.06041,0.53323,0.40635
10257.jpg,0.05372,0.56502,0.38127
10258.jpg,0.17058,0.65904,0.17038
10259.jpg,0.08604,0.18602,0.72793
10260.jpg,0.02374,0.32819,0.64807
10261.jpg,0.13843,0.60500,0.25658
10262.jpg,0.09688,0.70479,0.19832
10263.jpg,0.15692,0.51577,0.32731
10264.jpg,0.05252,0.92010,0.02738
10265.jpg,0.06280,0.60523,0.33197
10266.jpg,0.06993,0.71206,0.21801
10267.jpg,0.07294,0.77262,0.15443
10268.jpg,0.36406,0.38488,0.25106
10269.jpg,0.25515,0.62556,0.11929
10270.jpg,0.59600,0.39549,0.00852
10271.jpg,0.02392,0.96501,0.01107
10272.jpg,0.01245,0.87341,0.11414
10273.jpg,0.08261,0.87947,0.03792
10274.jpg,0.66084,0.33476,0.00440
10275.jpg,0.59046,0.38247,0.02707
10276.jpg,0.11612,0.66382,0.22006
10277.jpg,0.03164,0.20834,0.76003
10278.jpg,0.69676,0.29515,0.00809
10279.jpg,0.03340,0.51789,0.44871
10280.jpg,0.21274,0.53135,0.25591
10281.jpg,0.23500,0.37399,0.39101
10282.jpg,0.13197,0.42391,0.44412
10283.jpg,0.25159,0.72325,0.02516
10284.jpg,0.05635,0.30394,0.63972
10285.jpg,0.16880,0.52730,0.30380
10286.jpg,0.13051,0.29229,0.57720
10287.jpg,0.05481,0.93942,0.00578
10288.jpg,0.11933,0.39518,0.48549
10289.jpg,0.06933,0.38937,0.54130
10290.jpg,0.08013,0.47490,0.44497
10291.jpg,0.09365,0.86354,0.04281
10292.jpg,0.02396,0.50118,0.47486
10293.jpg,0.62620,0.24575,0.12805
10294.jpg,0.08679,0.57332,0.33989
10295.jpg,0.08834,0.62539,0.28627
10296.jpg,0.18151,0.80798,0.01051
10297.jpg,0.23302,0.56018,0.20679
10298.jpg,0.28724,0.52289,0.18987
10299.jpg,0.17250,0.67167,0.15583
10300.jpg,0.19982,0.73814,0.06204
10301.jpg,0.48129,0.23009,0.28862
10302.jpg,0.03945,0.25008,0.71047
10303.jpg,0.06989,0.45409,0.47603
10304.jpg,0.08626,0.49461,0.41913
10305.jpg,0.67936,0.30173,0.01891
10306.jpg,0.22017,0.62598,0.15386
10307.jpg,0.11670,0.77324,0.11006
10308.jpg,0.02586,0.19891,0.77523
10309.jpg,0.01988,0.36262,0.61750
10310.jpg,0.06019,0.22418,0.71564
10311.jpg,0.11977,0.53435,0.34588
10312.jpg,0.09904,0.66057,0.24040
10313.jpg,0.02424,0.43191,0.54384
10314.jpg,0.44635,0.49610,0.05755
10315.jpg,0.06116,0.58555,0.35330
10316.jpg,0.07222,0.76045,0.16734
10317.jpg,0.03239,0.86410,0.10352
10318.jpg,0.06639,0.35267,0.58093
10319.jpg,0.10271,0.74114,0.15614
10320.jpg,0.08157,0.73572,0.18271
10321.jpg,0.07895,0.55708,0.36397
10322.jpg,0.04186,0.34868,0.60946
10323.jpg,0.02982,0.49098,0.47921
10324.jpg,0.16670,0.67058,0.16272
10325.jpg,0.05402,0.54361,0.40237
10326.jpg,0.03680,0.44269,0.52050
10327.jpg,0.09836,0.64158,0.26006
10328.jpg,0.02546,0.86947,0.10508
10329.jpg,0.23483,0.67278,0.09239
10330.jpg,0.04080,0.60795,0.35125
10331.jpg,0.13769,0.85376,0.00855
10332.jpg,0.06570,0.42169,0.51261
10333.jpg,0.10867,0.30057,0.59076
10334.jpg,0.07285,0.59291,0.33424
10335.jpg,0.22988,0.62897,0.14115
10336.jpg,0.18311,0.45565,0.36124
10337.jpg,0.30210,0.64951,0.04839
10338.jpg,0.09472,0.85198,0.05329
10339.jpg,0.16880,0.52730,0.30380
10340.jpg,0.72760,0.23785,0.03455
10341.jpg,0.13116,0.81115,0.05769
10342.jpg,0.21700,0.42782,0.35518
10343.jpg,0.08767,0.40933,0.50300
10344.jpg,0.07907,0.40749,0.51344
10345.jpg,0.03641,0.39061,0.57298
10346.jpg,0.01804,0.68768,0.29429
10347.jpg,0.01684,0.92374,0.05942
10348.jpg,0.12494,0.39103,0.48403
10349.jpg,0.03646,0.95104,0.01250
10350.jpg,0.00592,0.24574,0.74834
10351.jpg,0.18043,0.59882,0.22076
10352.jpg,0.42670,0.39141,0.18189
10353.jpg,0.06787,0.21065,0.72149
10354.jpg,0.04793,0.68176,0.27031
10355.jpg,0.18494,0.74534,0.06972
10356.jpg,0.02397,0.50854,0.46749
10357.jpg,0.33575,0.65961,0.00464
10358.jpg,0.00253,0.16873,0.82874
10359.jpg,0.04439,0.90665,0.04895
10360.jpg,0.07169,0.77174,0.15657
10361.jpg,0.04892,0.88751,0.06357
10362.jpg,0.03388,0.88173,0.08439
10363.jpg,0.08478,0.53443,0.38079
10364.jpg,0.37783,0.40885,0.21332
10365.jpg,0.06111,0.91349,0.02540
10366.jpg,0.04090,0.32185,0.63724
10367.jpg,0.37305,0.52939,0.09756
10368.jpg,0.09530,0.84767,0.05703
10369.jpg,0.08025,0.60378,0.31597
10370.jpg,0.48490,0.47758,0.03752
10371.jpg,0.38885,0.39914,0.21202
10372.jpg,0.01371,0.85755,0.12874
10373.jpg,0.05862,0.52859,0.41279
10374.jpg,0.11839,0.76487,0.11674
10375.jpg,0.11178,0.82451,0.06371
10376.jpg,0.74112,0.20807,0.05081
10377.jpg,0.13060,0.41237,0.45703
10378.jpg,0.05785,0.27577,0.66638
10379.jpg,0.05032,0.24870,0.70097
10380.jpg,0.44003,0.43646,0.12351
10381.jpg,0.08243,0.30875,0.60883
10382.jpg,0.08093,0.87230,0.04677
10383.jpg,0.13339,0.81812,0.04849
10384.jpg,0.33019,0.30741,0.36240
10385.jpg,0.75836,0.21505,0.02659
10386.jpg,0.30625,0.47350,0.22024
10387.jpg,0.01382,0.80711,0.17906
10388.jpg,0.26991,0.60264,0.12745
10389.jpg,0.03295,0.79728,0.16977
10390.jpg,0.18646,0.77718,0.03635
10391.jpg,0.10382,0.56425,0.33193
10392.jpg,0.04839,0.44462,0.50698
10393.jpg,0.04246,0.29350,0.66405
10394.jpg,0.08209,0.52963,0.38828
10395.jpg,0.20998,0.63604,0.15398
10396.jpg,0.58434,0.39551,0.02015
10397.jpg,0.01721,0.92875,0.05403
10398.jpg,0.05260,0.93418,0.01322
10399.jpg,0.06225,0.39791,0.53985
10400.jpg,0.11058,0.84353,0.04588
10401.jpg,0.58294,0.34366,0.07340
10402.jpg,0.84823,0.12585,0.02592
10403.jpg,0.02885,0.29960,0.67154
10404.jpg,0.06778,0.74033,0.19190
10405.jpg,0.51040,0.45989,0.02971
10406.jpg,0.08473,0.88215,0.03312
10407.jpg,0.29167,0.45646,0.25187
10408.jpg,0.17359,0.82102,0.00539
10409.jpg,0.17150,0.76422,0.06428
10410.jpg,0.07062,0.87769,0.05169
10411.jpg,0.02210,0.72583,0.25207
10412.jpg,0.18914,0.76172,0.04914
10413.jpg,0.08743,0.61993,0.29264
10414.jpg,0.06924,0.40130,0.52946
10415.jpg,0.09042,0.85340,0.05619
10416.jpg,0.16880,0.52730,0.30380
10417.jpg,0.06902,0.80975,0.12123
10418.jpg,0.04963,0.88002,0.07035
10419.jpg,0.07137,0.60270,0.32593
10420.jpg,0.32325,0.23410,0.44264
10421.jpg,0.15967,0.82735,0.01298
10422.jpg,0.14202,0.74898,0.10900
10423.jpg,0.11280,0.80036,0.08684
10424.jpg,0.04882,0.22291,0.72828
10425.jpg,0.09155,0.89418,0.01428
10426.jpg,0.13803,0.74632,0.11565
10427.jpg,0.07396,0.69653,0.22951
10428.jpg,0.04967,0.64235,0.30798
10429.jpg,0.03993,0.92319,0.03688
10430.jpg,0.15000,0.40229,0.44770
10431.jpg,0.46676,0.50973,0.02351
10432.jpg,0.06713,0.53679,0.39607
10433.jpg,0.01279,0.90174,0.08547
10434.jpg,0.07222,0.55169,0.37609
10435.jpg,0.02033,0.64564,0.33403
10436.jpg,0.13963,0.73607,0.12430
10437.jpg,0.18524,0.43315,0.38161
10438.jpg,0.06370,0.46956,0.46674
10439.jpg,0.04868,0.31071,0.64060
10440.jpg,0.04738,0.55351,0.39911
10441.jpg,0.27410,0.48146,0.24445
10442.jpg,0.08365,0.24506,0.67129
10443.jpg,0.08526,0.45624,0.45850
10444.jpg,0.06180,0.74006,0.19815
10445.jpg,0.09541,0.53416,0.37043
10446.jpg,0.67924,0.30282,0.01794
10447.jpg,0.08576,0.88623,0.02801
10448.jpg,0.03870,0.63773,0.32357
10449.jpg,0.10701,0.78679,0.10620
10450.jpg,0.28164,0.60187,0.11649
10451.jpg,0.26595,0.63563,0.09842
10452.jpg,0.17031,0.65360,0.17609
10453.jpg,0.04420,0.94084,0.01496
10454.jpg,0.13432,0.59110,0.27458
10455.jpg,0.07069,0.65343,0.27588
10456.jpg,0.02413,0.60168,0.37418
10457.jpg,0.11269,0.50078,0.38653
10458.jpg,0.26062,0.55252,0.18685
10459.jpg,0.04556,0.33288,0.62156
10460.jpg,0.29971,0.60188,0.09840
10461.jpg,0.45530,0.47753,0.06716
10462.jpg,0.00990,0.31947,0.67062
10463.jpg,0.03409,0.80655,0.15936
10464.jpg,0.09263,0.43904,0.46833
10465.jpg,0.02471,0.29629,0.67899
10466.jpg,0.01600,0.50725,0.47675
10467.jpg,0.29730,0.60020,0.10250
10468.jpg,0.17761,0.65758,0.16481
10469.jpg,0.05575,0.45476,0.48949
10470.jpg,0.28424,0.40782,0.30795
10471.jpg,0.14601,0.27148,0.58251
10472.jpg,0.16646,0.66574,0.16780
10473.jpg,0.01775,0.84811,0.13414
10474.jpg,0.10576,0.58520,0.30904
10475.jpg,0.06275,0.90960,0.02765
10476.jpg,0.15113,0.32730,0.52157
10477.jpg,0.17480,0.44550,0.37970
10478.jpg,0.17527,0.56364,0.26108
10479.jpg,0.12581,0.71629,0.15791
10480.jpg,0.04841,0.50877,0.44282
10481.jpg,0.08813,0.47665,0.43522
10482.jpg,0.08052,0.55399,0.36549
10483.jpg,0.18142,0.58158,0.23700
10484.jpg,0.01453,0.97518,0.01029
10485.jpg,0.08592,0.18741,0.72667
10486.jpg,0.12330,0.76106,0.11564
10487.jpg,0.22430,0.63384,0.14185
10488.jpg,0.01880,0.36433,0.61688
10489.jpg,0.27409,0.71088,0.01503
10490.jpg,0.03945,0.95288,0.00767
10491.jpg,0.48638,0.24588,0.26774
10492.jpg,0.20058,0.46801,0.33141
10493.jpg,0.04311,0.85605,0.10085
10494.jpg,0.23703,0.69352,0.06945
10495.jpg,0.33068,0.49875,0.17058
10496.jpg,0.06032,0.40905,0.53063
10497.jpg,0.25045,0.44610,0.30345
10498.jpg,0.04019,0.50736,0.45245
10499.jpg,0.14066,0.66025,0.19909
10500.jpg,0.05125,0.30446,0.64428
10501.jpg,0.19849,0.71434,0.08717
10502.jpg,0.10641,0.55649,0.33709
10503.jpg,0.13171,0.27896,0.58933
10504.jpg,0.01617,0.86647,0.11736
10505.jpg,0.04152,0.42440,0.53408
10506.jpg,0.52715,0.38562,0.08723
10507.jpg,0.04710,0.76665,0.18626
10508.jpg,0.26442,0.51737,0.21821
10509.jpg,0.21814,0.49661,0.28525
10510.jpg,0.05883,0.28080,0.66036
10511.jpg,0.09769,0.26769,0.63462
10512.jpg,0.20015,0.31972,0.48013
10513.jpg,0.19469,0.71669,0.08862
10514.jpg,0.37080,0.47815,0.15105
10515.jpg,0.05765,0.85541,0.08695
10516.jpg,0.01577,0.86823,0.11600
10517.jpg,0.17362,0.41424,0.41214
10518.jpg,0.38182,0.43700,0.18118
10519.jpg,0.05591,0.89689,0.04720
10520.jpg,0.16880,0.52730,0.30380
10521.jpg,0.16833,0.44025,0.39142
10522.jpg,0.06037,0.86662,0.07301
10523.jpg,0.05401,0.64507,0.30092
10524.jpg,0.88666,0.11030,0.00304
10525.jpg,0.08508,0.21840,0.69651
10526.jpg,0.01738,0.97345,0.00917
10527.jpg,0.01825,0.47723,0.50452
10528.jpg,0.01603,0.84469,0.13928
10529.jpg,0.00820,0.92581,0.06599
10530.jpg,0.13301,0.74949,0.11750
10531.jpg,0.05785,0.28541,0.65674
10532.jpg,0.07729,0.90963,0.01307
10533.jpg,0.02339,0.51512,0.46150
10534.jpg,0.35559,0.50704,0.13737
10535.jpg,0.28191,0.66592,0.05218
10536.jpg,0.13497,0.76572,0.09930
10537.jpg,0.78260,0.21510,0.00230
10538.jpg,0.05881,0.89896,0.04223
10539.jpg,0.07275,0.90594,0.02130
10540.jpg,0.04060,0.47055,0.48886
10541.jpg,0.12444,0.75243,0.12312
10542.jpg,0.56470,0.42314,0.01217
10543.jpg,0.53139,0.39881,0.06979
10544.jpg,0.43816,0.53185,0.02999
10545.jpg,0.58259,0.41592,0.00149
10546.jpg,0.45249,0.41703,0.13048
10547.jpg,0.19721,0.72688,0.07590
10548.jpg,0.04006,0.93103,0.02892
10549.jpg,0.08571,0.33274,0.58156
10550.jpg,0.10745,0.73353,0.15903
10551.jpg,0.05170,0.91587,0.03243
10552.jpg,0.10997,0.83646,0.05356
10553.jpg,0.12914,0.24886,0.62200
10554.jpg,0.02438,0.91128,0.06435
10555.jpg,0.06085,0.91366,0.02550
10556.jpg,0.02124,0.23034,0.74843
10557.jpg,0.24801,0.71524,0.03676
10558.jpg,0.10692,0.77288,0.12020
10559.jpg,0.01393,0.48362,0.50245
10560.jpg,0.19925,0.55348,0.24727
10561.jpg,0.02901,0.32071,0.65028
10562.jpg,0.05666,0.31031,0.63303
10563.jpg,0.09042,0.35253,0.55705
10564.jpg,0.29942,0.59646,0.10412
10565.jpg,0.20201,0.54717,0.25082
10566.jpg,0.13324,0.68990,0.17686
10567.jpg,0.10578,0.60652,0.28769
10568.jpg,0.13500,0.43668,0.42832
10569.jpg,0.01761,0.93152,0.05087
10570.jpg,0.08998,0.80339,0.10663
10571.jpg,0.22710,0.23017,0.54273
10572.jpg,0.36865,0.52469,0.10666
10573.jpg,0.06497,0.83057,0.10446
10574.jpg,0.27977,0.44171,0.27852
10575.jpg,0.15028,0.64041,0.20930
10576.jpg,0.46203,0.37482,0.16315
10577.jpg,0.16595,0.81339,0.02065
10578.jpg,0.04557,0.82923,0.12520
10579.jpg,0.03999,0.39897,0.56105
10580.jpg,0.24985,0.68878,0.06137
10581.jpg,0.01440,0.96321,0.02239
10582.jpg,0.35583,0.60153,0.04264
10583.jpg,0.08855,0.23111,0.68033
10584.jpg,0.33377,0.38782,0.27841
10585.jpg,0.12024,0.24868,0.63108
10586.jpg,0.08916,0.81935,0.09149
10587.jpg,0.70818,0.25070,0.04113
10588.jpg,0.17477,0.58522,0.24002
10589.jpg,0.91966,0.07792,0.00242
10590.jpg,0.45013,0.45778,0.09209
10591.jpg,0.09444,0.50640,0.39916
10592.jpg,0.08502,0.63423,0.28075
10593.jpg,0.05553,0.36142,0.58305
10594.jpg,0.26071,0.63587,0.10343
10595.jpg,0.03411,0.22394,0.74195
10596.jpg,0.02309,0.77723,0.19968
10597.jpg,0.03269,0.73445,0.23286
10598.jpg,0.02119,0.21325,0.76555
10599.jpg,0.56820,0.34901,0.08279
10600.jpg,0.13875,0.74257,0.11868
10601.jpg,0.36847,0.62529,0.00624
10602.jpg,0.06422,0.31989,0.61589
10603.jpg,0.35540,0.49363,0.15097
10604.jpg,0.08493,0.46388,0.45118
10605.jpg,0.05179,0.89606,0.05215
10606.jpg,0.32909,0.47070,0.20021
10607.jpg,0.01217,0.38081,0.60701
10608.jpg,0.13012,0.72107,0.14882
10609.jpg,0.30187,0.48603,0.21210
10610.jpg,0.03719,0.33315,0.62966
10611.jpg,0.01005,0.89145,0.09850
10612.jpg,0.03004,0.26794,0.70203
10613.jpg,0.03997,0.53202,0.42801
10614.jpg,0.12092,0.34500,0.53408
10615.jpg,0.04461,0.62870,0.32669
10616.jpg,0.38949,0.56109,0.04942
10617.jpg,0.03326,0.27446,0.69228
10618.jpg,0.01762,0.27535,0.70703
10619.jpg,0.13187,0.54736,0.32078
10620.jpg,0.19553,0.71449,0.08998
10621.jpg,0.02447,0.62732,0.34820
10622.jpg,0.02876,0.49745,0.47379
10623.jpg,0.06171,0.83868,0.09960
10624.jpg,0.06067,0.71992,0.21941
10625.jpg,0.04284,0.64048,0.31667
10626.jpg,0.29546,0.65269,0.05186
10627.jpg,0.07167,0.79396,0.13436
10628.jpg,0.03091,0.30507,0.66402
10629.jpg,0.19182,0.75976,0.04843
10630.jpg,0.01264,0.49280,0.49456
10631.jpg,0.11484,0.43835,0.44681
10632.jpg,0.25107,0.67246,0.07647
10633.jpg,0.19433,0.75980,0.04587
10634.jpg,0.16880,0.52730,0.30380
10635.jpg,0.08977,0.90269,0.00754
10636.jpg,0.08357,0.76778,0.14864
10637.jpg,0.10651,0.49980,0.39369
10638.jpg,0.07972,0.62530,0.29498
10639.jpg,0.20132,0.62212,0.17656
10640.jpg,0.02797,0.70246,0.26957
10641.jpg,0.11520,0.53713,0.34767
10642.jpg,0.22717,0.75817,0.01466
10643.jpg,0.26051,0.67513,0.06437
10644.jpg,0.04734,0.91467,0.03799
10645.jpg,0.31148,0.40596,0.28256
10646.jpg,0.16880,0.52730,0.30380
10647.jpg,0.76985,0.21887,0.01128
10648.jpg,0.01099,0.30277,0.68624
10649.jpg,0.04967,0.63073,0.31959
10650.jpg,0.75931,0.23705,0.00363
10651.jpg,0.34148,0.63261,0.02590
10652.jpg,0.18300,0.53196,0.28503
10653.jpg,0.16487,0.62818,0.20695
10654.jpg,0.40241,0.49449,0.10310
10655.jpg,0.10993,0.67598,0.21409
10656.jpg,0.02313,0.84502,0.13185
10657.jpg,0.04454,0.52617,0.42928
10658.jpg,0.07487,0.75477,0.17036
10659.jpg,0.42985,0.50830,0.06184
10660.jpg,0.01300,0.87153,0.11547
10661.jpg,0.06305,0.91753,0.01943
10662.jpg,0.13199,0.63970,0.22831
10663.jpg,0.03059,0.74822,0.22119
10664.jpg,0.70185,0.22485,0.07330
10665.jpg,0.67876,0.31042,0.01082
10666.jpg,0.18041,0.79253,0.02706
10667.jpg,0.00948,0.96872,0.02181
10668.jpg,0.07334,0.26914,0.65752
10669.jpg,0.07905,0.41759,0.50336
10670.jpg,0.33326,0.64882,0.01791
10671.jpg,0.03903,0.60853,0.35244
10672.jpg,0.04122,0.72433,0.23444
10673.jpg,0.18734,0.59917,0.21349
10674.jpg,0.37449,0.50793,0.11758
10675.jpg,0.89326,0.09667,0.01008
10676.jpg,0.17785,0.72001,0.10214
10677.jpg,0.03307,0.73879,0.22814
10678.jpg,0.07671,0.50411,0.41918
10679.jpg,0.10266,0.72064,0.17670
10680.jpg,0.26783,0.69170,0.04048
10681.jpg,0.14754,0.58463,0.26783
10682.jpg,0.13549,0.23563,0.62888
10683.jpg,0.06547,0.42340,0.51113
10684.jpg,0.04506,0.79901,0.15594
10685.jpg,0.18238,0.59826,0.21936
10686.jpg,0.21949,0.52000,0.26051
10687.jpg,0.01608,0.85436,0.12956
10688.jpg,0.13606,0.69199,0.17195
10689.jpg,0.07466,0.37174,0.55360
10690.jpg,0.14164,0.62643,0.23193
10691.jpg,0.23897,0.34455,0.41647
10692.jpg,0.21783,0.71082,0.07135
10693.jpg,0.13570,0.42378,0.44052
10694.jpg,0.80443,0.19012,0.00545
10695.jpg,0.14200,0.31596,0.54204
10696.jpg,0.37128,0.53721,0.09151
10697.jpg,0.02737,0.28062,0.69201
10698.jpg,0.01339,0.85579,0.13082
10699.jpg,0.08119,0.75031,0.16849
10700.jpg,0.02123,0.39294,0.58584
10701.jpg,0.06495,0.28276,0.65229
10702.jpg,0.18673,0.56444,0.24883
10703.jpg,0.37153,0.52140,0.10707
10704.jpg,0.02000,0.44767,0.53232
10705.jpg,0.04968,0.86900,0.08132
10706.jpg,0.15140,0.79575,0.05285
10707.jpg,0.05956,0.76696,0.17347
10708.jpg,0.02216,0.94638,0.03146
10709.jpg,0.05079,0.76280,0.18640
10710.jpg,0.42557,0.45816,0.11627
10711.jpg,0.09658,0.32621,0.57721
10712.jpg,0.22723,0.48366,0.28911
10713.jpg,0.15827,0.74436,0.09737
10714.jpg,0.01667,0.36259,0.62074
10715.jpg,0.28890,0.54750,0.16360
10716.jpg,0.39261,0.46943,0.13796
10717.jpg,0.08427,0.90136,0.01437
10718.jpg,0.05619,0.78576,0.15804
10719.jpg,0.17043,0.56430,0.26526
10720.jpg,0.05612,0.45983,0.48406
10721.jpg,0.05737,0.51082,0.43181
10722.jpg,0.05984,0.22448,0.71568
10723.jpg,0.03891,0.94105,0.02004
10724.jpg,0.17050,0.31445,0.51505
10725.jpg,0.07869,0.33801,0.58330
10726.jpg,0.18824,0.75705,0.05472
10727.jpg,0.30553,0.33095,0.36352
10728.jpg,0.07374,0.85319,0.07307
10729.jpg,0.18844,0.69297,0.11859
10730.jpg,0.10777,0.31511,0.57712
10731.jpg,0.06946,0.87886,0.05168
10732.jpg,0.18533,0.78410,0.03057
10733.jpg,0.42063,0.53902,0.04034
10734.jpg,0.58894,0.38740,0.02367
10735.jpg,0.07019,0.43564,0.49417
10736.jpg,0.09440,0.74435,0.16125
10737.jpg,0.44984,0.47414,0.07603
10738.jpg,0.27074,0.66256,0.06670
10739.jpg,0.03537,0.76886,0.19577
10740.jpg,0.01175,0.73077,0.25748
10741.jpg,0.02779,0.32549,0.64672
10742.jpg,0.13808,0.83495,0.02698
10743.jpg,0.06422,0.27742,0.65836
10744.jpg,0.11382,0.71491,0.17127
10745.jpg,0.82828,0.13244,0.03929
10746.jpg,0.20981,0.69524,0.09494
10747.jpg,0.58841,0.27819,0.13341
10748.jpg,0.00513,0.98619,0.00868
10749.jpg,0.14564,0.78853,0.06583
10750.jpg,0.05953,0.29348,0.64700
10751.jpg,0.05262,0.25981,0.68757
10752.jpg,0.01360,0.87840,0.10799
10753.jpg,0.04655,0.33962,0.61383
10754.jpg,0.10169,0.56179,0.33652
10755.jpg,0.07306,0.52848,0.39847
10756.jpg,0.08523,0.90111,0.01366
10757.jpg,0.37070,0.50926,0.12004
10758.jpg,0.67580,0.28073,0.04347
10759.jpg,0.05586,0.53016,0.41398
10760.jpg,0.04567,0.90391,0.05042
10761.jpg,0.20197,0.25821,0.53982
10762.jpg,0.03382,0.34962,0.61656
10763.jpg,0.43061,0.45832,0.11106
10764.jpg,0.17973,0.43183,0.38843
10765.jpg,0.02063,0.91176,0.06761
10766.jpg,0.02283,0.20681,0.77037
10767.jpg,0.05196,0.74848,0.19956
10768.jpg,0.47359,0.48703,0.03938
10769.jpg,0.16175,0.23881,0.59944
10770.jpg,0.11976,0.82810,0.05214
10771.jpg,0.00947,0.57148,0.41905
10772.jpg,0.01278,0.30484,0.68238
10773.jpg,0.38394,0.59407,0.02200
10774.jpg,0.00909,0.87523,0.11568
10775.jpg,0.01751,0.43987,0.54262
10776.jpg,0.01274,0.29079,0.69646
10777.jpg,0.18100,0.79453,0.02448
10778.jpg,0.11415,0.44981,0.43604
10779.jpg,0.33527,0.45657,0.20816
