image_name,Type_1,Type_2,Type_3
10145.jpg,0.10153,0.59717,0.30130
10146.jpg,0.29452,0.66054,0.04495
10147.jpg,0.17723,0.62377,0.19900
10148.jpg,0.05253,0.42964,0.51783
10149.jpg,0.07961,0.59915,0.32124
10150.jpg,0.25949,0.70417,0.03634
10151.jpg,0.16931,0.55795,0.27273
10152.jpg,0.03723,0.30364,0.65914
10153.jpg,0.10465,0.24894,0.64641
10154.jpg,0.60538,0.39167,0.00295
10155.jpg,0.06682,0.70385,0.22933
10156.jpg,0.41932,0.56073,0.01996
10157.jpg,0.48292,0.50664,0.01045
10158.jpg,0.42817,0.55152,0.02031
10159.jpg,0.61519,0.37568,0.00913
10160.jpg,0.06294,0.53259,0.40447
10161.jpg,0.05594,0.36686,0.57719
10162.jpg,0.56597,0.37308,0.06095
10163.jpg,0.11948,0.82447,0.05605
10164.jpg,0.05166,0.23748,0.71087
10165.jpg,0.03582,0.29066,0.67352
10166.jpg,0.15102,0.74736,0.10163
10167.jpg,0.10926,0.48637,0.40437
10168.jpg,0.10914,0.66150,0.22936
10169.jpg,0.34506,0.64639,0.00855
10170.jpg,0.06844,0.39324,0.53832
10171.jpg,0.07361,0.64805,0.27834
10172.jpg,0.04485,0.44971,0.50544
10173.jpg,0.48254,0.41491,0.10256
10174.jpg,0.02863,0.28460,0.68677
10175.jpg,0.12860,0.65746,0.21394
10176.jpg,0.30825,0.68189,0.00987
10177.jpg,0.17476,0.78116,0.04408
10178.jpg,0.25947,0.68672,0.05380
10179.jpg,0.05964,0.27132,0.66903
10180.jpg,0.17585,0.63270,0.19146
10181.jpg,0.08018,0.48960,0.43022
10182.jpg,0.20806,0.55895,0.23299
10183.jpg,0.04417,0.25128,0.70455
10184.jpg,0.39609,0.58997,0.01394
10185.jpg,0.15631,0.27281,0.57088
10186.jpg,0.51333,0.47901,0.00767
10187.jpg,0.03457,0.16801,0.79741
10188.jpg,0.01653,0.20777,0.77570
10189.jpg,0.05301,0.33718,0.60982
10190.jpg,0.47480,0.51582,0.00938
10191.jpg,0.26008,0.72339,0.01653
10192.jpg,0.06040,0.36819,0.57142
10193.jpg,0.60474,0.38476,0.01050
10194.jpg,0.09683,0.80003,0.10314
10195.jpg,0.01264,0.14977,0.83758
10196.jpg,0.12071,0.79034,0.08895
10197.jpg,0.08674,0.50107,0.41219
10198.jpg,0.21007,0.72561,0.06431
10199.jpg,0.17150,0.72748,0.10102
10200.jpg,0.11499,0.62348,0.26153
10201.jpg,0.11092,0.80727,0.08181
10202.jpg,0.05526,0.40876,0.53598
10203.jpg,0.09024,0.53071,0.37905
10204.jpg,0.29448,0.67250,0.03302
10205.jpg,0.52188,0.44665,0.03146
10206.jpg,0.58314,0.41295,0.00391
10207.jpg,0.29382,0.68585,0.02033
10208.jpg,0.12228,0.67607,0.20165
10209.jpg,0.06876,0.56610,0.36514
10210.jpg,0.07283,0.49060,0.43657
10211.jpg,0.14810,0.79859,0.05331
10212.jpg,0.22667,0.64361,0.12972
10213.jpg,0.15721,0.79366,0.04913
10214.jpg,0.11394,0.75300,0.13307
10215.jpg,0.18145,0.75908,0.05947
10216.jpg,0.15161,0.56202,0.28637
10217.jpg,0.14159,0.78792,0.07049
10218.jpg,0.15310,0.81715,0.02975
10219.jpg,0.60799,0.38972,0.00229
10220.jpg,0.06405,0.39079,0.54516
10221.jpg,0.55840,0.43840,0.00320
10222.jpg,0.06439,0.42297,0.51264
10223.jpg,0.04059,0.26425,0.69516
10224.jpg,0.10483,0.75923,0.13594
10225.jpg,0.02994,0.22265,0.74742
10226.jpg,0.04229,0.19592,0.76179
10227.jpg,0.02257,0.21041,0.76702
10228.jpg,0.20898,0.74939,0.04163
10229.jpg,0.39210,0.59104,0.01686
10230.jpg,0.18944,0.73466,0.07590
10231.jpg,0.05124,0.49580,0.45296
10232.jpg,0.06358,0.35378,0.58265
10233.jpg,0.40598,0.58295,0.01107
10234.jpg,0.26851,0.61812,0.11337
10235.jpg,0.10937,0.70248,0.18815
10236.jpg,0.20581,0.67227,0.12192
10237.jpg,0.05821,0.39446,0.54733
10238.jpg,0.27262,0.70088,0.02650
10239.jpg,0.15296,0.71677,0.13027
10240.jpg,0.08460,0.69773,0.21767
10241.jpg,0.17042,0.75545,0.07412
10242.jpg,0.06310,0.54356,0.39333
10243.jpg,0.49641,0.49536,0.00823
10244.jpg,0.07932,0.42941,0.49127
10245.jpg,0.55277,0.42078,0.02645
10246.jpg,0.10917,0.60333,0.28749
10247.jpg,0.57779,0.41852,0.00369
10248.jpg,0.16880,0.52730,0.30380
10249.jpg,0.11110,0.75996,0.12894
10250.jpg,0.08652,0.38615,0.52733
10251.jpg,0.16804,0.59874,0.23322
10252.jpg,0.12129,0.62795,0.25076
10253.jpg,0.34569,0.59128,0.06303
10254.jpg,0.09236,0.54049,0.36716
10255.jpg,0.13019,0.80123,0.06859
10256.jpg,0.19334,0.71829,0.08837
10257.jpg,0.08054,0.58322,0.33624
10258.jpg,0.16748,0.59061,0.24190
10259.jpg,0.05848,0.24278,0.69874
10260.jpg,0.03266,0.31408,0.65326
10261.jpg,0.22388,0.61132,0.16480
10262.jpg,0.14553,0.54699,0.30748
10263.jpg,0.04609,0.23004,0.72387
10264.jpg,0.13015,0.77671,0.09315
10265.jpg,0.04684,0.27616,0.67700
10266.jpg,0.08807,0.78842,0.12350
10267.jpg,0.16241,0.73868,0.09891
10268.jpg,0.63199,0.35731,0.01070
10269.jpg,0.12738,0.75636,0.11625
10270.jpg,0.48999,0.50502,0.00499
10271.jpg,0.31475,0.66177,0.02347
10272.jpg,0.23124,0.72761,0.04115
10273.jpg,0.18671,0.76191,0.05138
10274.jpg,0.46062,0.42079,0.11860
10275.jpg,0.45718,0.53175,0.01107
10276.jpg,0.14871,0.78716,0.06413
10277.jpg,0.13599,0.47978,0.38422
10278.jpg,0.20911,0.72793,0.06296
10279.jpg,0.04441,0.46807,0.48752
10280.jpg,0.08719,0.53327,0.37954
10281.jpg,0.48551,0.47749,0.03700
10282.jpg,0.06156,0.21545,0.72299
10283.jpg,0.48295,0.50893,0.00812
10284.jpg,0.04201,0.38883,0.56916
10285.jpg,0.16880,0.52730,0.30380
10286.jpg,0.04707,0.20328,0.74964
10287.jpg,0.12705,0.76207,0.11088
10288.jpg,0.05663,0.38673,0.55664
10289.jpg,0.17426,0.55116,0.27457
10290.jpg,0.13040,0.55461,0.31499
10291.jpg,0.16307,0.78903,0.04790
10292.jpg,0.04329,0.44246,0.51424
10293.jpg,0.30685,0.66076,0.03239
10294.jpg,0.21698,0.64828,0.13474
10295.jpg,0.20346,0.72033,0.07621
10296.jpg,0.17149,0.79162,0.03689
10297.jpg,0.21010,0.63960,0.15030
10298.jpg,0.31296,0.67264,0.01440
10299.jpg,0.12194,0.60838,0.26969
10300.jpg,0.34681,0.59011,0.06308
10301.jpg,0.15461,0.21001,0.63538
10302.jpg,0.03073,0.28657,0.68270
10303.jpg,0.06507,0.35623,0.57870
10304.jpg,0.14609,0.53104,0.32287
10305.jpg,0.41613,0.58201,0.00185
10306.jpg,0.20610,0.64894,0.14496
10307.jpg,0.15690,0.71528,0.12782
10308.jpg,0.06431,0.21255,0.72313
10309.jpg,0.06901,0.66356,0.26743
10310.jpg,0.06425,0.36107,0.57468
10311.jpg,0.13807,0.47428,0.38765
10312.jpg,0.15568,0.66345,0.18086
10313.jpg,0.05692,0.59597,0.34711
10314.jpg,0.54200,0.45108,0.00691
10315.jpg,0.02438,0.41318,0.56244
10316.jpg,0.09508,0.77689,0.12804
10317.jpg,0.36683,0.59299,0.04018
10318.jpg,0.01169,0.10234,0.88597
10319.jpg,0.44807,0.53838,0.01355
10320.jpg,0.11924,0.73138,0.14938
10321.jpg,0.23428,0.68328,0.08244
10322.jpg,0.04800,0.43831,0.51369
10323.jpg,0.04771,0.26920,0.68310
10324.jpg,0.19988,0.75896,0.04116
10325.jpg,0.08414,0.59086,0.32500
10326.jpg,0.04697,0.28028,0.67275
10327.jpg,0.12982,0.68808,0.18210
10328.jpg,0.11607,0.75596,0.12798
10329.jpg,0.18296,0.65559,0.16145
10330.jpg,0.08116,0.79604,0.12280
10331.jpg,0.44005,0.53602,0.02394
10332.jpg,0.04229,0.20992,0.74779
10333.jpg,0.05733,0.27897,0.66370
10334.jpg,0.11353,0.71805,0.16842
10335.jpg,0.06504,0.50483,0.43013
10336.jpg,0.13827,0.61969,0.24204
10337.jpg,0.33231,0.64840,0.01929
10338.jpg,0.13314,0.77825,0.08861
10339.jpg,0.16880,0.52730,0.30380
10340.jpg,0.39024,0.59488,0.01488
10341.jpg,0.15436,0.76048,0.08516
10342.jpg,0.11057,0.42799,0.46144
10343.jpg,0.05302,0.41337,0.53361
10344.jpg,0.06043,0.22958,0.70999
10345.jpg,0.04822,0.45081,0.50097
10346.jpg,0.08080,0.49958,0.41962
10347.jpg,0.09159,0.82543,0.08297
10348.jpg,0.29460,0.51022,0.19518
10349.jpg,0.11580,0.80337,0.08082
10350.jpg,0.03257,0.25455,0.71289
10351.jpg,0.14806,0.65917,0.19277
10352.jpg,0.49269,0.49656,0.01075
10353.jpg,0.04482,0.23069,0.72449
10354.jpg,0.07072,0.65771,0.27157
10355.jpg,0.16346,0.80167,0.03488
10356.jpg,0.06208,0.36554,0.57239
10357.jpg,0.41753,0.57497,0.00750
10358.jpg,0.47258,0.35470,0.17273
10359.jpg,0.16737,0.78856,0.04407
10360.jpg,0.10153,0.60694,0.29153
10361.jpg,0.13211,0.68921,0.17868
10362.jpg,0.18457,0.74160,0.07383
10363.jpg,0.26013,0.63440,0.10547
10364.jpg,0.52016,0.44561,0.03423
10365.jpg,0.18872,0.76371,0.04757
10366.jpg,0.06216,0.32574,0.61210
10367.jpg,0.31545,0.66863,0.01591
10368.jpg,0.18168,0.73564,0.08268
10369.jpg,0.37358,0.57796,0.04846
10370.jpg,0.64047,0.35520,0.00433
10371.jpg,0.53110,0.42309,0.04581
10372.jpg,0.10095,0.79310,0.10595
10373.jpg,0.10322,0.47069,0.42609
10374.jpg,0.18439,0.74702,0.06859
10375.jpg,0.42051,0.56608,0.01340
10376.jpg,0.42573,0.50722,0.06705
10377.jpg,0.23248,0.44406,0.32346
10378.jpg,0.08188,0.19168,0.72644
10379.jpg,0.02536,0.32967,0.64497
10380.jpg,0.55576,0.43292,0.01131
10381.jpg,0.19060,0.39218,0.41723
10382.jpg,0.11099,0.75447,0.13454
10383.jpg,0.24112,0.72986,0.02902
10384.jpg,0.44749,0.41078,0.14173
10385.jpg,0.58959,0.40580,0.00461
10386.jpg,0.03857,0.31871,0.64272
10387.jpg,0.08168,0.77238,0.14594
10388.jpg,0.16190,0.66829,0.16981
10389.jpg,0.10128,0.66634,0.23237
10390.jpg,0.34234,0.62818,0.02948
10391.jpg,0.04653,0.31612,0.63735
10392.jpg,0.05219,0.39627,0.55155
10393.jpg,0.05815,0.18653,0.75531
10394.jpg,0.05498,0.27779,0.66723
10395.jpg,0.28929,0.60812,0.10259
10396.jpg,0.41942,0.56837,0.01222
10397.jpg,0.10785,0.72493,0.16722
10398.jpg,0.22888,0.73859,0.03253
10399.jpg,0.53518,0.42545,0.03937
10400.jpg,0.13921,0.79829,0.06250
10401.jpg,0.51392,0.45934,0.02675
10402.jpg,0.65207,0.33501,0.01292
10403.jpg,0.02001,0.19004,0.78994
10404.jpg,0.11308,0.76623,0.12069
10405.jpg,0.25741,0.72072,0.02188
10406.jpg,0.41439,0.57152,0.01409
10407.jpg,0.27270,0.53917,0.18813
10408.jpg,0.47681,0.51809,0.00511
10409.jpg,0.21718,0.74976,0.03306
10410.jpg,0.11981,0.81422,0.06598
10411.jpg,0.06622,0.81262,0.12115
10412.jpg,0.23023,0.75017,0.01960
10413.jpg,0.19103,0.77425,0.03472
10414.jpg,0.05427,0.36370,0.58202
10415.jpg,0.10645,0.73341,0.16014
10416.jpg,0.16880,0.52730,0.30380
10417.jpg,0.14411,0.78147,0.07442
10418.jpg,0.14831,0.69216,0.15953
10419.jpg,0.05175,0.42064,0.52761
10420.jpg,0.51088,0.37900,0.11012
10421.jpg,0.33561,0.65512,0.00928
10422.jpg,0.23842,0.63756,0.12401
10423.jpg,0.22632,0.71191,0.06177
10424.jpg,0.03895,0.36705,0.59400
10425.jpg,0.15839,0.80240,0.03921
10426.jpg,0.07514,0.65507,0.26978
10427.jpg,0.12159,0.71611,0.16230
10428.jpg,0.23661,0.63902,0.12436
10429.jpg,0.12862,0.78906,0.08232
10430.jpg,0.62222,0.36966,0.00812
10431.jpg,0.26639,0.71069,0.02293
10432.jpg,0.03182,0.32476,0.64342
10433.jpg,0.15745,0.79659,0.04595
10434.jpg,0.08831,0.38204,0.52965
10435.jpg,0.08408,0.67285,0.24307
10436.jpg,0.16921,0.69178,0.13901
10437.jpg,0.20027,0.57506,0.22467
10438.jpg,0.05774,0.46619,0.47606
10439.jpg,0.02756,0.36609,0.60635
10440.jpg,0.04638,0.18530,0.76832
10441.jpg,0.15005,0.59432,0.25564
10442.jpg,0.05677,0.33450,0.60873
10443.jpg,0.11926,0.60463,0.27611
10444.jpg,0.14097,0.75774,0.10128
10445.jpg,0.25045,0.43325,0.31630
10446.jpg,0.66895,0.32655,0.00450
10447.jpg,0.15053,0.76962,0.07985
10448.jpg,0.07804,0.61994,0.30203
10449.jpg,0.07353,0.60109,0.32538
10450.jpg,0.32361,0.62858,0.04781
10451.jpg,0.12441,0.73323,0.14236
10452.jpg,0.16984,0.69246,0.13769
10453.jpg,0.24287,0.73445,0.02268
10454.jpg,0.12431,0.55735,0.31834
10455.jpg,0.10686,0.68477,0.20837
10456.jpg,0.09549,0.62658,0.27793
10457.jpg,0.16020,0.56049,0.27930
10458.jpg,0.13833,0.66488,0.19679
10459.jpg,0.04406,0.42064,0.53529
10460.jpg,0.31672,0.65877,0.02450
10461.jpg,0.19033,0.75920,0.05047
10462.jpg,0.03990,0.19619,0.76392
10463.jpg,0.19422,0.75011,0.05568
10464.jpg,0.13261,0.53779,0.32960
10465.jpg,0.04720,0.35601,0.59679
10466.jpg,0.05403,0.46183,0.48414
10467.jpg,0.25888,0.71353,0.02760
10468.jpg,0.31863,0.65939,0.02198
10469.jpg,0.07400,0.51945,0.40655
10470.jpg,0.27849,0.63525,0.08625
10471.jpg,0.08711,0.27746,0.63543
10472.jpg,0.30613,0.59587,0.09800
10473.jpg,0.13558,0.80493,0.05950
10474.jpg,0.06273,0.59399,0.34328
10475.jpg,0.17856,0.77206,0.04938
10476.jpg,0.19949,0.43846,0.36205
10477.jpg,0.09998,0.55873,0.34130
10478.jpg,0.11663,0.45346,0.42990
10479.jpg,0.33880,0.60641,0.05478
10480.jpg,0.05998,0.54620,0.39382
10481.jpg,0.04595,0.22175,0.73230
10482.jpg,0.06905,0.30682,0.62413
10483.jpg,0.10798,0.64808,0.24394
10484.jpg,0.16577,0.76805,0.06618
10485.jpg,0.20376,0.31177,0.48447
10486.jpg,0.22104,0.74530,0.03366
10487.jpg,0.14021,0.67439,0.18541
10488.jpg,0.05298,0.41228,0.53474
10489.jpg,0.20624,0.75901,0.03476
10490.jpg,0.17086,0.79160,0.03755
10491.jpg,0.63655,0.34765,0.01580
10492.jpg,0.44318,0.51774,0.03908
10493.jpg,0.08362,0.51672,0.39966
10494.jpg,0.29671,0.67999,0.02330
10495.jpg,0.50398,0.47397,0.02205
10496.jpg,0.10595,0.56901,0.32504
10497.jpg,0.05589,0.23153,0.71258
10498.jpg,0.06564,0.71273,0.22163
10499.jpg,0.12937,0.72653,0.14411
10500.jpg,0.04011,0.25188,0.70801
10501.jpg,0.12849,0.80941,0.06210
10502.jpg,0.05836,0.34830,0.59334
10503.jpg,0.04190,0.23670,0.72140
10504.jpg,0.19555,0.77394,0.03051
10505.jpg,0.05587,0.43604,0.50809
10506.jpg,0.68229,0.31214,0.00557
10507.jpg,0.18825,0.67057,0.14118
10508.jpg,0.32946,0.63610,0.03444
10509.jpg,0.11005,0.58643,0.30353
10510.jpg,0.06155,0.15244,0.78602
10511.jpg,0.06348,0.34001,0.59651
10512.jpg,0.47810,0.43076,0.09114
10513.jpg,0.34998,0.62218,0.02784
10514.jpg,0.36212,0.60015,0.03773
10515.jpg,0.26871,0.68872,0.04257
10516.jpg,0.09848,0.58677,0.31475
10517.jpg,0.09760,0.61913,0.28327
10518.jpg,0.07505,0.53364,0.39131
10519.jpg,0.19147,0.78269,0.02584
10520.jpg,0.16880,0.52730,0.30380
10521.jpg,0.16177,0.48928,0.34895
10522.jpg,0.18745,0.76995,0.04261
10523.jpg,0.08173,0.47907,0.43920
10524.jpg,0.61024,0.38714,0.00262
10525.jpg,0.01541,0.20601,0.77859
10526.jpg,0.15718,0.80902,0.03380
10527.jpg,0.05782,0.25287,0.68931
10528.jpg,0.12163,0.79400,0.08437
10529.jpg,0.11106,0.67418,0.21476
10530.jpg,0.15920,0.74623,0.09457
10531.jpg,0.04410,0.26245,0.69345
10532.jpg,0.18297,0.74375,0.07327
10533.jpg,0.08237,0.44034,0.47730
10534.jpg,0.48403,0.49967,0.01629
10535.jpg,0.15659,0.75884,0.08457
10536.jpg,0.10850,0.75332,0.13817
10537.jpg,0.29069,0.69596,0.01335
10538.jpg,0.30185,0.67165,0.02649
10539.jpg,0.38657,0.60264,0.01079
10540.jpg,0.05568,0.48589,0.45843
10541.jpg,0.16469,0.74105,0.09426
10542.jpg,0.52793,0.46605,0.00602
10543.jpg,0.46945,0.51548,0.01507
10544.jpg,0.45963,0.53259,0.00778
10545.jpg,0.49705,0.49877,0.00418
10546.jpg,0.47694,0.49734,0.02571
10547.jpg,0.24172,0.66179,0.09649
10548.jpg,0.17143,0.78025,0.04832
10549.jpg,0.03789,0.48734,0.47477
10550.jpg,0.14638,0.66404,0.18959
10551.jpg,0.15848,0.64209,0.19943
10552.jpg,0.40125,0.58214,0.01661
10553.jpg,0.01524,0.12349,0.86127
10554.jpg,0.09728,0.72926,0.17346
10555.jpg,0.38809,0.60166,0.01024
10556.jpg,0.02225,0.24572,0.73203
10557.jpg,0.42617,0.56364,0.01019
10558.jpg,0.11782,0.74921,0.13297
10559.jpg,0.05595,0.26930,0.67476
10560.jpg,0.18154,0.60787,0.21059
10561.jpg,0.02764,0.26850,0.70385
10562.jpg,0.03823,0.29140,0.67037
10563.jpg,0.03744,0.19800,0.76456
10564.jpg,0.37060,0.58633,0.04307
10565.jpg,0.56159,0.43143,0.00697
10566.jpg,0.33528,0.48644,0.17828
10567.jpg,0.11882,0.61740,0.26379
10568.jpg,0.08365,0.47109,0.44526
10569.jpg,0.26173,0.67244,0.06583
10570.jpg,0.08780,0.73293,0.17928
10571.jpg,0.12208,0.32692,0.55100
10572.jpg,0.19438,0.66628,0.13935
10573.jpg,0.10512,0.48540,0.40947
10574.jpg,0.35179,0.48527,0.16294
10575.jpg,0.08192,0.59778,0.32030
10576.jpg,0.25695,0.62002,0.12304
10577.jpg,0.42206,0.56061,0.01733
10578.jpg,0.07191,0.41076,0.51733
10579.jpg,0.45797,0.33591,0.20612
10580.jpg,0.48520,0.50290,0.01190
10581.jpg,0.16570,0.76748,0.06682
10582.jpg,0.33068,0.65032,0.01900
10583.jpg,0.07693,0.15863,0.76444
10584.jpg,0.11411,0.37221,0.51368
10585.jpg,0.03300,0.15137,0.81563
10586.jpg,0.22068,0.69392,0.08540
10587.jpg,0.61418,0.38044,0.00538
10588.jpg,0.05762,0.66452,0.27786
10589.jpg,0.60437,0.38687,0.00876
10590.jpg,0.39544,0.55967,0.04489
10591.jpg,0.12865,0.24424,0.62711
10592.jpg,0.04666,0.56603,0.38731
10593.jpg,0.15521,0.26692,0.57787
10594.jpg,0.32940,0.65254,0.01806
10595.jpg,0.04854,0.12909,0.82237
10596.jpg,0.04107,0.38216,0.57677
10597.jpg,0.08196,0.47318,0.44486
10598.jpg,0.03594,0.18134,0.78271
10599.jpg,0.60858,0.38172,0.00971
10600.jpg,0.20460,0.68950,0.10590
10601.jpg,0.23970,0.72339,0.03691
10602.jpg,0.08029,0.38366,0.53604
10603.jpg,0.12656,0.58738,0.28606
10604.jpg,0.08621,0.64554,0.26825
10605.jpg,0.19960,0.70856,0.09183
10606.jpg,0.13498,0.55447,0.31054
10607.jpg,0.03245,0.30723,0.66032
10608.jpg,0.13120,0.69260,0.17620
10609.jpg,0.26138,0.51852,0.22010
10610.jpg,0.04550,0.48473,0.46977
10611.jpg,0.10735,0.67462,0.21803
10612.jpg,0.03423,0.24264,0.72312
10613.jpg,0.11602,0.61212,0.27186
10614.jpg,0.05143,0.36938,0.57918
10615.jpg,0.20371,0.43556,0.36074
10616.jpg,0.38485,0.58949,0.02566
10617.jpg,0.04012,0.31798,0.64191
10618.jpg,0.02346,0.15126,0.82529
10619.jpg,0.17624,0.47271,0.35105
10620.jpg,0.17043,0.75654,0.07304
10621.jpg,0.09289,0.73658,0.17053
10622.jpg,0.03521,0.34762,0.61718
10623.jpg,0.07656,0.71847,0.20496
10624.jpg,0.05218,0.46872,0.47910
10625.jpg,0.13074,0.73984,0.12942
10626.jpg,0.31861,0.67320,0.00819
10627.jpg,0.08811,0.77771,0.13417
10628.jpg,0.09625,0.45959,0.44415
10629.jpg,0.19178,0.71268,0.09554
10630.jpg,0.06164,0.63042,0.30793
10631.jpg,0.05690,0.49133,0.45177
10632.jpg,0.31170,0.61473,0.07357
10633.jpg,0.29995,0.67887,0.02118
10634.jpg,0.16880,0.52730,0.30380
10635.jpg,0.24988,0.72243,0.02769
10636.jpg,0.09849,0.64256,0.25895
10637.jpg,0.05928,0.63303,0.30770
10638.jpg,0.06667,0.58273,0.35059
10639.jpg,0.11685,0.67961,0.20354
10640.jpg,0.04932,0.49547,0.45521
10641.jpg,0.34301,0.54537,0.11162
10642.jpg,0.29061,0.67138,0.03801
10643.jpg,0.11850,0.79217,0.08933
10644.jpg,0.15237,0.81781,0.02982
10645.jpg,0.15180,0.56792,0.28028
10646.jpg,0.16880,0.52730,0.30380
10647.jpg,0.52664,0.46456,0.00880
10648.jpg,0.03961,0.19921,0.76118
10649.jpg,0.14923,0.72480,0.12597
10650.jpg,0.43019,0.56016,0.00965
10651.jpg,0.47205,0.52107,0.00688
10652.jpg,0.11968,0.59028,0.29005
10653.jpg,0.28547,0.68966,0.02487
10654.jpg,0.15806,0.72405,0.11789
10655.jpg,0.05321,0.27176,0.67503
10656.jpg,0.06538,0.53186,0.40276
10657.jpg,0.07066,0.35628,0.57306
10658.jpg,0.08039,0.65793,0.26168
10659.jpg,0.27719,0.67375,0.04905
10660.jpg,0.15552,0.77375,0.07073
10661.jpg,0.18123,0.78531,0.03346
10662.jpg,0.11306,0.71782,0.16911
10663.jpg,0.05084,0.52384,0.42531
10664.jpg,0.59746,0.38965,0.01290
10665.jpg,0.53244,0.46208,0.00548
10666.jpg,0.09845,0.74442,0.15713
10667.jpg,0.20078,0.76755,0.03168
10668.jpg,0.07009,0.21108,0.71883
10669.jpg,0.08718,0.59470,0.31812
10670.jpg,0.38935,0.59399,0.01666
10671.jpg,0.15845,0.77509,0.06646
10672.jpg,0.08892,0.58147,0.32961
10673.jpg,0.13195,0.71029,0.15777
10674.jpg,0.57075,0.40936,0.01990
10675.jpg,0.65545,0.34034,0.00421
10676.jpg,0.18320,0.69972,0.11707
10677.jpg,0.10247,0.73511,0.16242
10678.jpg,0.05145,0.49215,0.45640
10679.jpg,0.09013,0.63265,0.27722
10680.jpg,0.41905,0.56588,0.01507
10681.jpg,0.18938,0.73390,0.07673
10682.jpg,0.04664,0.25054,0.70282
10683.jpg,0.04830,0.24227,0.70944
10684.jpg,0.09789,0.81141,0.09070
10685.jpg,0.26971,0.69248,0.03781
10686.jpg,0.18730,0.66055,0.15215
10687.jpg,0.08932,0.65653,0.25416
10688.jpg,0.08687,0.63870,0.27443
10689.jpg,0.04897,0.23666,0.71437
10690.jpg,0.27384,0.65627,0.06990
10691.jpg,0.04673,0.37735,0.57592
10692.jpg,0.33320,0.63842,0.02838
10693.jpg,0.03462,0.31709,0.64829
10694.jpg,0.58368,0.41359,0.00273
10695.jpg,0.02958,0.21354,0.75688
10696.jpg,0.23978,0.64968,0.11054
10697.jpg,0.04552,0.19710,0.75738
10698.jpg,0.10952,0.77907,0.11141
10699.jpg,0.43681,0.49662,0.06657
10700.jpg,0.02431,0.27908,0.69661
10701.jpg,0.07060,0.15255,0.77685
10702.jpg,0.07201,0.29715,0.63084
10703.jpg,0.49915,0.49305,0.00780
10704.jpg,0.03396,0.36340,0.60264
10705.jpg,0.15540,0.69225,0.15234
10706.jpg,0.19877,0.73017,0.07106
10707.jpg,0.06736,0.46332,0.46932
10708.jpg,0.15497,0.77852,0.06651
10709.jpg,0.08936,0.68805,0.22259
10710.jpg,0.62390,0.36933,0.00677
10711.jpg,0.01373,0.13379,0.85248
10712.jpg,0.18460,0.66952,0.14588
10713.jpg,0.25002,0.72082,0.02916
10714.jpg,0.03940,0.31743,0.64318
10715.jpg,0.18709,0.38376,0.42915
10716.jpg,0.59049,0.38724,0.02227
10717.jpg,0.26662,0.71865,0.01473
10718.jpg,0.08847,0.69665,0.21487
10719.jpg,0.62822,0.36470,0.00708
10720.jpg,0.24521,0.51268,0.24211
10721.jpg,0.17819,0.73138,0.09043
10722.jpg,0.02759,0.09181,0.88061
10723.jpg,0.12926,0.81370,0.05704
10724.jpg,0.03953,0.23293,0.72754
10725.jpg,0.03575,0.24313,0.72113
10726.jpg,0.49026,0.49792,0.01182
10727.jpg,0.03100,0.31110,0.65789
10728.jpg,0.12588,0.77048,0.10364
10729.jpg,0.36732,0.60621,0.02647
10730.jpg,0.03605,0.29709,0.66686
10731.jpg,0.14766,0.70167,0.15067
10732.jpg,0.21177,0.74932,0.03892
10733.jpg,0.58489,0.40326,0.01185
10734.jpg,0.68057,0.31425,0.00519
10735.jpg,0.08994,0.61015,0.29991
10736.jpg,0.09932,0.71743,0.18325
10737.jpg,0.20102,0.74071,0.05827
10738.jpg,0.22606,0.72209,0.05185
10739.jpg,0.10058,0.64321,0.25620
10740.jpg,0.06943,0.75944,0.17113
10741.jpg,0.02502,0.29349,0.68150
10742.jpg,0.32302,0.66739,0.00959
10743.jpg,0.38668,0.39475,0.21857
10744.jpg,0.15404,0.67805,0.16791
10745.jpg,0.57718,0.41580,0.00702
10746.jpg,0.31867,0.63564,0.04569
10747.jpg,0.58957,0.39887,0.01156
10748.jpg,0.08958,0.81823,0.09219
10749.jpg,0.15288,0.76050,0.08662
10750.jpg,0.03299,0.17468,0.79233
10751.jpg,0.03362,0.11777,0.84861
10752.jpg,0.09726,0.69294,0.20980
10753.jpg,0.03547,0.14262,0.82191
10754.jpg,0.09337,0.48076,0.42587
10755.jpg,0.13247,0.58103,0.28650
10756.jpg,0.27332,0.70848,0.01820
10757.jpg,0.35831,0.56313,0.07856
10758.jpg,0.57426,0.40666,0.01908
10759.jpg,0.05182,0.41582,0.53236
10760.jpg,0.28543,0.66516,0.04941
10761.jpg,0.01867,0.10295,0.87838
10762.jpg,0.03497,0.31031,0.65472
10763.jpg,0.60305,0.38139,0.01556
10764.jpg,0.11234,0.40135,0.48631
10765.jpg,0.08902,0.64591,0.26507
10766.jpg,0.02663,0.15830,0.81507
10767.jpg,0.08076,0.62958,0.28966
10768.jpg,0.46156,0.53068,0.00776
10769.jpg,0.09953,0.21977,0.68070
10770.jpg,0.25431,0.72722,0.01848
10771.jpg,0.04870,0.39096,0.56034
10772.jpg,0.02395,0.18314,0.79291
10773.jpg,0.20222,0.77777,0.02001
10774.jpg,0.06522,0.48048,0.45430
10775.jpg,0.04158,0.31699,0.64142
10776.jpg,0.18393,0.57231,0.24376
10777.jpg,0.41760,0.56735,0.01504
10778.jpg,0.14165,0.35142,0.50694
10779.jpg,0.45910,0.47778,0.06312
